identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_precisez;geolocalisation_ban
1370;Fondation Orange;78, rue Olivier de Serres;75015;Paris;https://www.lecteurs.com/ebooks;L’indémodable Au Bonheur des Dames d'Emile Zola, mais aussi un classique britannique toujours aussi insensé à relire : Alice au Pays des Merveilles de Lewis Carroll. Nous vous proposons également des ouvrages omniprésents dans les programmes scolaires tels que Candide ou l'Optimiste de Voltaire ou Les Trois Mousquetaires d'Alexandre Dumas, ou encore une plongée dans l'inconscient selon Freud, avec Psychopatholigie de la vie quotidienne.;;Plus de 1 200 ebooks gratuits;Livres;Tous publics;Livres numériques;Littérature, sciences humaines, langues,Histoire,Sciences;;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;;48.833171, 2.294297
1371;Jeu de Paume;1 place de la Concorde;75008;Paris;http://espacevirtuel.jeudepaume.org/category/archives/;Le Jeu de Paume soutient la création Internet en présentant sur l’espace virtuel de son site, des projets d’artistes créés spécialement pour le web. Tous les projets présentés depuis octobre 2007, sont consultables dans la rubrique « archives ».;;L'espace virtuel;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Arts visuels,Photographie;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.865987, 2.3232
1378;Association Musique & Santé;27 Placette Dronte;83110;Sanary sur Mer;https://www.youtube.com/channel/UCVrKjTUwRj0mzsi9Ci8bX8w/videos;Musique et Santé, souhaite garder le contact avec patients hospitalisés, leur famille et les équipes soignantes en mettant en ligne chaque jour une vidéo réalisée par les musiciens de l’association, de la Philharmonie de Paris-Orchestre de Paris, de l’Orchestre National de France et des étudiants du Conservatoire National de Musique et de Danse de Paris… Une chanson, un instrumental, un jeu musical… autant de propositions en direction des différents publics hospitalisés ou en situation de handicap auxquels nous ne pouvons plus rendre visite.;;De la musique pour garder le lien !;Partager ses passions;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;43.128656, 5.792437
1379;EPCC Mémorial de Verdun - Champ de bataille;1, Avenue du Corps Européen;55100;Fleury-devant-Douaumont;https://memorial-verdun.fr/museecollections/la-visite/visite-virtuelle;Le Mémorial de Verdun est situé au cœur du champ de bataille de Verdun à l’emplacement même de la gare détruite de Fleury-devant-Douaumont. Il est l’un des principaux musées européens dédiés à la Grande Guerre.;;Visite virtuelle;Expos, musées;Tous publics;Expositions virtuelles;Histoire;;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;49.1953, 5.433807
1381;Association Superposition;Place Bellevue;69001;Lyon;https://www.sprayingboard.com/exposition/;Spraying Board met à l’honneur la culture du skate et l’art urbain à travers une exposition itinérante. En véritable point de confluence de ces deux pratiques, Spraying Board croise le regard d’une pléiade d’artistes pour lesquels la ville représente un terrain d’expression grandeur nature, une vitrine de leurs créations et un territoire invitant à la réappropriation par toutes et tous.;;Spraying Board;Expos, musées;Tous publics;Expositions virtuelles;Art urbain (graph, hip hop, street art…);;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;45.774816, 4.836297
1388;Atelier Vidéo & Multimédia;26 bd Malouet;97320;Saint-Laurent du Maroni;http://avm-guyane.com/la-fete-du-court-metrage-made-in-guyane/2020;"Dans le cadre de la version en ligne de la fête du court-métrage, intitulé 'Fête du Court-Métrage à la maison' , nous avons décidé de mettre en ligne une programmation ""locale"" et de faire découvrir des films réalisés dans le cadre des activités de l'association.";;Fête du court-métrage Made in Guyane !;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Audiovisuel,Cinéma;;Le temps d’une soirée;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;5.505963, -54.028828
1392;Espace archéologique départemental;Le Bourg;12630;Montrozier;https://www.jigsawplanet.com/Montrozier/musee-montrozier;"La conservatrice de l'espace archéologique départemental de Montrozier est maladroite ! Elle a mélangé les poteries de la prochaine exposition du musée ! Grâce aux puzzlex ci-dessous, aidez-la à tout remettre en ordre afin de poursuivre la mise en place de ""Roquemissou - Plongée dans la Préhistoire du Causse""";;Puzzles archéologiques;Jeux;Tous publics;Jeux;Archéologie;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;45.893891, 0.911613
1400;TV5 Monde;131 avenue de Wagram;75017;Paris;https://langue-francaise.tv5monde.com/decouvrir/voyager-en-francais/ta-langue-en-dit-long;La langue française descend du latin… Toute la langue ? Non, car une part importante de notre vocabulaire est tirée des cultures croisées par les Français au cours de l’histoire. Des mots empruntés aux voisins européens, comme l’Italie, l’Allemagne ou l’Angleterre, mais également aux cousins d’Afrique, d’Arabie, de Chine et même du Mexique. Cette série de dix épisodes est une manière de rappeler que le français, langue internationale, s’est forgé dans la diversité.;;Ta langue en dit long;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Histoire,Littérature, sciences humaines, langues;;Le temps d’un week-end;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.883586, 2.301932
1422;Ciclic, agence cinéma livre et lecture Centre-Val de Loire;24 Rue Renan;37110;Château-Renault;https://upopi.ciclic.fr;<p>Interactive et ludique, le site est à la fois un webmagazine et une plateforme pédagogique unique. Conçue par les équipes de Ciclic (l'agence régionale du Centre-Val de Loire pour le livre, l'image et la culture numérique), l'Upopi offre la possibilité de découvrir de manière sensible les images, de jouer avec elles, de les analyser grâce à de nombreux contenus.</p>;;UPOPI - Université populaire des cinémas d'animation;Actualités, débats;Tous publics;Création et pratiques artistiques;Cinéma;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;47.593332, 0.913282
1435;Mobilier National;1 Rue Berbier du Mets;75013;Paris;https://collection.mobiliernational.culture.gouv.fr/recherche;<p>Meubles anciens, design, tapisseries, orfèvrerie, dorures, tissus précieux: le Mobilier national a décidé de rendre accessible sur internet son patrimoine inestimable. 78.000 notices d’objets et 25.000 photographies : la collection unique au monde d’un garde-meuble d’exception».</p>;;85 000 œuvres, meubles et textiles;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Arts décoratifs, design, métiers d’art;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.833332, 2.351211
1439;Musée d'art et d'histoire du Judaïsme;Hôtel de Saint-Aignan, 71 Rue du Temple;75004;Paris;https://www.mahj.org/fr/ressources-ressources-documentaires/enregistrements-audios;Revivez certaines visites et rencontres dans les salles à travers ces enregistrements audios du mahJ (autour des expositions, la parole aux chercheurs, le regard de... etc.);;Enregistrements audio;Audios;Tous publics;Audio, radio, podcasts;Musées;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.577367, 2.584183
1448;Opéra Comique;1 Place Boieldieu;75002;Paris;https://www.opera-comique.com/fr/spectacles#chez-vous;<p>L'opéra comique propose des opéras à votre disposition en replay. Pour chacune des oeuvres, nous vous proposons des contenus (programme, interviews, photos, dossiers pédagogiques...), pour que l'expérience du spectacle se rapproche le plus de ce que vous pourriez vivre in situ.</p>;;Les spectacles en replay;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.870671, 2.337655
1450;Opéra de Limoges;48 rue Jean-Jaurès;87000;Limoges;https://www.youtube.com/playlist?list=PL8lm2I3-S_RJDSMU97MMymrnifDggDnKq;<p>L'Opéra de Limoges propose gratuitement une dizaine de ses productions (opéras, spectacles chorégraphiques...) en replay.</p>;;Des spectacles de l'Opéra de Limoges gratuitement en ligne;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Danse,Musique, concerts et opéras;;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;45.832008, 1.258511
1453;Philharmonie de Paris;221 Avenue Jean Jaurès;75019;Paris;https://monsieur-onde.com/;<p>Monsieur Onde, le génie de la Philharmonie de Paris, vous guide dans sa discothèque, parmi les plus grandes œuvres du répertoire symphonique interprétées par l’Orchestre de Paris, à l’aide de vidéos ludiques et pédagogiques.</p>;;Monsieur Onde;Films, documentaires, vidéos;Enfants;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.889311, 2.393824
1555;Archives départementales de Maine-et-Loire;106, rue de Frémur;49000;ANGERS;https://www.archives49.fr/le-temps-suspendu/;<p>Cette rubrique est composée d'éléments de ressources destinée au public de tous âges (enfants, familles, adultes, seniors) : fiches d'activités et coloriages, documentaire « Témoins de la nuit », puzzles en ligne... voici des suggestions et des idées pour vous distraire et vous cultiver à la maison.</p>;;Le temps suspendu;Approfondir ses connaissances;Tous publics;Ressources pédagogiques,Création et pratiques artistiques;Archives,Histoire;Navigation au clavier;Le temps d’un week-end;Accès permanent;Collectivité territoriale;;;;47.457846, -0.559917
1582;OPPIC;30 rue du Château des rentiers;75013;PARIS;http://www.oppic.fr/rubrique178.html;"<p>Afin de vous permettre de suivre l’évolution de nos chantiers (de construction, de rénovation passés : comme ceux de la restauration de la nef du Grand Palais, du théâtre Impérial de Fontainebleau, etc.. ou en cours : comme celui du Musée de Cluny), de comprendre les enjeux des projets en cours, leurs technicités, les savoirs faire en jeux, etc... l’<span class=""intitule"">Opérateur du patrimoine et des projets immobiliers de la Culture</span> (Oppic) confie à des photographes ou des réalisateurs le suivi documentaire de ses projets.</p>";;Retour en images sur les grands chantiers de l'Etat;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;Architecture et patrimoine;Facile à lire et à comprendre (FALC);Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;48.824396, 2.370362
1598;Centre d'action sociale de la Ville de Paris;boulevard Diderot;75012;Paris;https://padlet.com/clubseniorscasvp/restonsconnectes;"<p>Les personnes âgées sont aujourd’hui parmi les populations les plus vulnérables face à la pandémie de Covid-19. Elles doivent être tout particulièrement protégées. Mais «&nbsp;protéger&nbsp;» ne doit pas rimer avec «&nbsp;isoler&nbsp;». Dans ce contexte particulier,&nbsp;&nbsp;nous avons mis en ligne un blog destiné à les accompagner avec des propositions d’ateliers en visioconférence, des réponses rapides aux questions par mail et des propositions d’activités diverses et variées.</p>";;Blog Restons connectés;Jeux;Tous publics;Vidéo, flux en direct, programmes en différé,Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels,Jeux;Peinture,Photographie;Facile à lire et à comprendre (FALC);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;48.846747, 2.381364
1600;Recording;Avenue de la République;83000;Toulon;https://recordingtv.fr;<p>L'association Recording organise et diffuse des concerts et performances artistiques depuis des lieux uniques. Une expérience singulière qui vous transportera sur des sites emblématiques, accompagné d'une programmation musicale étudiée et soignée.</p>;;Musique électronique;Concerts, spectacles;Tous publics;Vidéo, flux en direct, programmes en différé;Architecture et patrimoine,Arts numériques,Arts visuels,Audiovisuel,Monuments historiques,Musique, concerts et opéras;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;43.120035, 5.932593
1624;Musée de l'image;42 quai de Dogneville;88000;Epinal;https://www.youtube.com/playlist?list=PLCDxHXP9uGQZPOAOF7usYphYc-aw14LBR;"<p>Découvrez, en compagnie de toute l'équipe du Musée de l'Image | Ville d'Épinal, les collections du parcours permanent grâce à plusieurs microvisites en vidéo.&nbsp;</p>";;Microvisites du musée de l'image d'Epinal;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Arts visuels,Éducation artistique et culturelle,Musées;Facile à lire et à comprendre (FALC);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;48.183628, 6.445992
1631;Labanque;44 place Georges Clemenceau;62400;Béthune;https://www.youtube.com/watch?v=GsBd_ifzyvg;"<p>Le centre d'art Labanque de Béthune, vous propose de découvrir l'exposition ""Layers"", une plongée dans l'art moderne et contemporain nigérian. Cette exposition souhaite apporter un éclairage sur 5 étapes clés de l'histoire de l'art nigérian entre les années 1960 et 2000 : la Zaria art society, le collectif Mbari Mbayo, le Festac'77, le groupe Nsukka et l'école uli et le collectif d'artiste AKA.</p>";;"Exposition ""Layers"" art moderne et contemporain nigérian";Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé,Expositions virtuelles;Arts visuels;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;découverte visuelle sans commentaire ni texte;50.528833, 2.640077
