nom_du_jardin;code_postal;region;departement;adresse_complete;adresse_de_l_entree_du_public;numero_et_libelle_de_la_voie;complement_d_adresse;commune;code_insee;code_insee_departement;code_insee_region;latitude;longitude;site_internet_et_autres_liens;types;annee_d_obtention;description;auteur_nom_de_l_illustre;identifiant_deps;identifiant_origine;accessible_au_public;conditions_d_ouverture;equipement_precision;date_de_creation;date_de_maj;coordonnees_geographiques
Jardins de la Boirie;17310;Nouvelle-Aquitaine;Charente-Maritime;9 Rue Centrale, 17310 Saint-Pierre-d'Oléron, France;9 Rue Centrale, 17310 Saint-Pierre-d'Oléron, France;9 Rue Centrale;;Saint-Pierre-d'Oléron;17385;17;75.0;45.943362;-1.288529;"[""http://www.lesjardinsdelaboirie.com"", ""https://www.facebook.com/Lesjardinsdelaboirie"", ""https://twitter.com/JardinsBoirie""]";Jardin contemporain,Jardin de collection,Jardin privé;2006;Ce jardin botanique est situé au cœur de la Boirie, vieux village typique de l'Ile d'Oléron. Les propriétaires des lieux, véritables passionnés vous feront découvrir leur collection de sauges (plus de 150 espèces), les vivaces et les plantes rares qui participent au charme du lieu. Ce jardin remarquablement entretenu, incite à la flânerie et à la rêverie.;;JARD_17385_0001;MHR_75_JR0041;[];[];;2020-09-15 18:19:00;2022-07-22 10:28:05;45.943362, -1.288529
Parc de Gerland;69007;Auvergne-Rhône-Alpes;Rhône;69 All. Pierre de Coubertin, 69007 Lyon, France;69 All. Pierre de Coubertin, 69007 Lyon, France;69 All. Pierre de Coubertin;;Lyon;69123;69;84.0;45.724433;4.826926;"[""http://www.lyon.fr"", ""https://www.facebook.com/pages/Parc-de-Gerland/706460642728064""]";Jardin régulier,Jardin contemporain,Jardin public;2006;Parc paysager contemporain public de 20 hectares, conçu par Michel Corajoud en 2000 à l'emplacement d'une ancienne friche industrielle. Prairies, mégaphorbiaie plantée de 300 espèces de végétaux issus de milieu humble, jardins thématiques. Ouvert toute l'année.;;JARD_69387_0001;MHR_84_JR0017;[];[];;2022-03-09 12:54:46;2022-10-06 18:24:50;45.724433, 4.826926
Jardin Millésimé du château Haut-Brion;33850;Nouvelle-Aquitaine;Gironde;140 Av. de Cadaujac, 33850 Léognan, France;140 Av. de Cadaujac, 33850 Léognan, France;140 Av. de Cadaujac;;Léognan;33238;33;75.0;44.733303;-0.580677;"[""https://www.larrivethautbrion.fr/jardin-millesime.php"", ""https://twitter.com/chateau_lhb"", ""https://www.instagram.com/chateau_larrivet_haut_brion/""]";Jardin privé;2020;"En 2015, Émilie Gervoson initie un projet ambitieux en faisant appel à la scénographe et paysagiste Soline Portmann pour créer un jardin dédié au monde du vin. Le Jardin Millésimé était né. Imaginé dans l'esprit d'une parcelle de vigne, les 720 piquets en acacia, peints en rouge et de tailles croissantes, rappellent le vignoble sur 4 000 m2, au cœur du parc arboré du château Larrivet Haut-Brion. Pour composer la palette végétale, Soline Portman est partie d'une analogie vins / jardin : la mise en scène de la composition végétale et de ses différentes essences rappelle l'art de l'assemblage et du travail parcellaire nécessaires à l'élaboration des grands vins. Les couleurs font référence aux nuances prises par le vin selon les millésimes et leur cycle de vieillissement : du blanc vers le jaune pour le vin blanc et le du rouge foncé vers la rouille pour le vin rouge. Au printemps, la palette dominante est liée aux vins blanc avec des végétaux couleurs anis, vert amande et jaune et des notes aromatiques rappelant les agrumes. L'été, l'accent est mis sur les vins rouges, avec des teintes rubis, framboise ; et à l'automne, saison de maturation du raisin, des dominantes de tabac, de cassis prennent le relais... Le jardin évolue au fur et à mesure et permet de découvrir des textures, des odeurs, de goûter des végétaux rappelant des notes de vin...";;JARD_33238_0001;MHR_75_JR0062;"[""ouvert""]";"[""de jour""]";;2022-03-09 12:54:25;2022-12-20 18:23:02;44.733303, -0.580677
Jardin de Laroque;82700;Occitanie;Tarn-et-Garonne;303 Fbg Tutet, 82700 Escatalens, France;303 Fbg Tutet, 82700 Escatalens, France;303 Fbg Tutet;;Escatalens;82052;82;76.0;43.986301;1.184731;"[""http://www.lejardindelaroque.com/""]";Jardin contemporain,Jardin privé;2020;Le jardin de Laroque est un parc créé il y a vingt ans. Il s'étend sur 2 hectares. A l'origine, sa vocation était essentiellement nourricière. Il est devenu depuis un jardin ornemental. La présence de nombreuses sources naturelles a permis la création de ruisseaux et bassins, le tout agrémenté de plantes aquatiques. La taille d'arbres, conifères et arbustes, sous différentes formes (art topiaire) lui confère un caractère particulier. La conception est fortement inspiré du Feng Shui, cet art millénaire d'origine chinoise qui a pour but d'harmoniser l'énergie environnementale d'un lieu de manière à favoriser la santé, le bien-être et la prospérité de ses visiteurs;;JARD_82052_0001;MHR_76_JR0040;"[""ouvert""]";"[""de jour""]";;2020-06-09 16:36:00;2022-12-21 11:38:57;43.986301, 1.184731
Parc du château du Champ de la Pierre;61320;Normandie;Orne;1 Le Château, 61320 Le Champ-de-la-Pierre, France;1 Le Château, 61320 Le Champ-de-la-Pierre, France;1 Le Château;;Le Champ-de-la-Pierre;61085;61;28.0;48.608403;-0.205909;"[""http://www.lechampdelapierre.com""]";Parc paysager,Jardin vivrier,Jardin privé;2006;Les parterres près de la maison sont bordés de tilleuls taillés. Dans le parc se trouvent de beaux hêtres, des pins Weymouth. Deux ports, un labyrinthe, plusieurs fabriques, des allées et des perspectives pleines de charme qui font de ce parc préromantique un lieu de délassement et de rêverie. Des salles vertes offrent de beaux points de vue sur l'étang. Près de la maison se trouvent l'ancien potager distribué en quatre carrés comprend une partie légumes et fruits, une partie roseraie et les deux autres parties sont en gazon et en fleurs. Un petit jardin à la française se situe à côté de l'ancien potager.;;JARD_61085_0001;MHR_28_JR0017;[];[];monument historique;;2022-07-22 10:28:16;48.608403, -0.205909
Le Plantier de Costebelle;83400;Provence-Alpes-Côte d'Azur;Var;7 Av. Edith Wharton, 83400 Hyères, France;7 Av. Edith Wharton, 83400 Hyères, France;7 Av. Edith Wharton;;Hyères;83069;83;93.0;43.120831;6.122423;"[""https://www.hyeres-tourisme.com/patrimoine-culturel/le-plantier-de-costebelle/""]";Parc paysager,Jardin de collection,Jardin privé;2009;Parc d’acclimatation créé en 1857 par la Baronne de Prailly autour de la maison de l’écrivain P. Bourget. Essences exotiques, arboretum, collection botanique, sculptures et fontaine.;;JARD_83069_0003;MHR_93_JR0028;[];[];vpah;2020-09-15 18:19:00;2022-07-22 10:28:10;43.120831, 6.122423
Parc de la Marseillaise;68500;Grand Est;Haut-Rhin;18 Rte de Soultz, 68500 Guebwiller, France;18 Rte de Soultz, 68500 Guebwiller, France;18 Rte de Soultz;;Guebwiller;68112;68;44.0;47.902944;7.217715;"[""http://www.ville-guebwiller.fr/""]";Parc paysager,Jardin public;2006;"Parc créé entre 1897 et 1899 par l'architecte-paysagiste parisien Edouard André. Alliant compositions florales et essences exotiques, il est orné d'un puits Renaissance, d'une fontaine, d'un kiosque à musique et d'un exèdre (copie de celui où s'asseyait Sarah Bernhardt dans la pièce ""Théodora"" de Victorien Sardou).";;JARD_68112_0001;MHR_44_JR0011;[];[];"monument historique; vpah";2020-06-08 09:25:00;2022-07-22 10:28:48;47.902944, 7.217715
Jardin Godron;54000;Grand Est;Meurthe-et-Moselle;CITE JUDICIAIRE, Rue Général Fabvier, 54000 Nancy, France;CITE JUDICIAIRE, Rue Général Fabvier, 54000 Nancy, France;CITE JUDICIAIRE;;Nancy;54395;54;44.0;48.678814;6.17173;"[""http://www.mairie-nancy.fr""]";Jardin de collection,Jardin public;2011;"Premier jardin botanique de Nancy, fondé en 1758, il conserve un micocoulier de Provence, un arbre aux quarante écus pleureur, et autre copalme d'Orient. Il présente également des collections de plantes vivaces et de plantes annuelles utilisées pour le fleurissement communal. Il décline une thématique particulière chaque année avec, en 2014, ""Le latin au jardin"".";;JARD_54395_0002;MHR_44_JR0035;[];[];;2020-06-08 09:25:00;2022-07-22 10:27:57;48.678814, 6.17173
Parc Chavat;33720;Nouvelle-Aquitaine;Gironde;26 Rue Pierre Vincent, 33720 Podensac, France;26 Rue Pierre Vincent, 33720 Podensac, France;26 Rue Pierre Vincent;;Podensac;33327;33;75.0;44.657863;-0.362451;[];Jardin régulier,Parc paysager,Jardin de collection,Jardin public;2011;Aujourd’hui public, le parc du château Chavat a été créé en 1918 par un industriel éclairé. Jardin mixte en balcon sur la Garonne habité par une importante statuaire, il présente une grande variété végétale et un parcours d’eau inspiré.;;JARD_33327_0001;MHR_75_JR0027;[];[];monument historique;2020-06-08 09:25:00;2022-07-22 10:28:04;44.657863, -0.362451
Jardin d'Eguilles de Max Sauze;13510;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Jardin d'Éguilles, 105 Av. Paul Magallon, 13510 Éguilles, France;Jardin d'Éguilles, 105 Av. Paul Magallon, 13510 Éguilles, France;Jardin d'Éguilles;;Éguilles;13032;13;93.0;43.571123;5.352991;"[""http://www.max-sauze.com""]";Jardin contemporain,Jardin privé;2005;Jardin d’artiste au coeur du village mettant en scène de façon poétique une centaine d'oeuvres de Max Sauze, sculpteur contemporain, dans un monde végétal foisonnant.;;JARD_13032_0001;MHR_93_JR0019;[];[];;2020-06-08 09:24:00;2022-07-22 10:28:10;43.571123, 5.352991
Jardin du manoir d'Eyrignac;24590;Nouvelle-Aquitaine;Dordogne;545 Eyrignac, 24590 Salignac-Eyvigues, France;545 Eyrignac, 24590 Salignac-Eyvigues, France;545 Eyrignac;;Salignac-Eyvigues;24516;24;75.0;44.939145;1.315377;"[""http://www.eyrignac.com"", ""https://www.facebook.com/JardinsEyrignac/"", ""https://twitter.com/eyrignac"", ""https://www.instagram.com/eyrignac/"", ""https://www.youtube.com/user/JardinsEyrignac""]";Jardin régulier,Jardin contemporain,Jardin privé;2004;Ces jardins verts composés de charmes, d’ifs et de buis, ainsi que de cyprès rappelant l’Italie, constituent un exemple de l’art topiaire. Roseraie et jardin potager.;;JARD_24516_0001;MHR_75_JR0017;[];[];monument historique;2020-06-08 09:25:00;2022-07-22 10:28:17;44.939145, 1.315377
Parc du château des Milandes;24250;Nouvelle-Aquitaine;Dordogne;Les Milandes, 24250 Castelnaud-la-Chapelle, France;Les Milandes, 24250 Castelnaud-la-Chapelle, France;Les Milandes;;Castelnaud-la-Chapelle;24063;24;75.0;44.826745;1.117808;"[""https://www.milandes.com"", ""https://www.facebook.com/lechateaudesmilandes/"", ""https://www.instagram.com/chateaudesmilandes/""]";Jardin régulier,Jardin privé;2018;C’est au début du XXe siècle que le jardin actuel fut dessiné : Jules Vacherot, grand architecte paysagiste du début du siècle réalise une prouesse de perspective et fait entrer les Milandes dans le cercle fermé des Jardins Périgourdins inscrits au titre des Monuments Historiques.;;JARD_24086_0001;MHR_75_JR0052;"[""ouvert""]";"[""de jour""]";"maison des illustres; monument historique";2018-06-27 17:29:00;2022-12-20 17:56:18;44.826745, 1.117808
Jardin de l'Albarède;24250;Nouvelle-Aquitaine;Dordogne;11 Grand Rue, 24250 Domme, France;11 Grand Rue, 24250 Domme, France;11 Grand Rue;;Domme;24395;24;75.0;44.802244;1.214703;"[""http://www.jardins-albarede.com""]";Jardin contemporain,Jardin vivrier,Jardin privé;2006;Jardin contemporain cultivé de manière biologique et adapté au site mêlant vieilles pierres, fleurs et senteurs.;;JARD_24395_0001;MHR_75_JR0015;[];[];;2020-12-11 13:15:04;2022-07-22 10:28:17;44.802244, 1.214703
Jardin de l’habitation Saint-Etienne;97213;Martinique;Martinique;Habitation Saint-Étienne 97213 Gros-Morne;Habitation Saint-Étienne 97213 Gros-Morne;Habitation Saint-Étienne;;Gros-Morne;97212;972;2.0;14.692186;-61.013941;"[""http://pnr-martinique.com/visiter/lhabitation-saint-etienne/"", ""https://www.facebook.com/parcnaturelregionaldelamartinique/""]";Jardin contemporain,Jardin privé;2015;Jardin de cinq hectares organisé autour de plusieurs zones thématiques : la palmeraie, le jardin des balisiers et des plantes à fleurs, la pelouse des arbres anciens et monumentaux, la bambouseraie.;;JARD_97212_0001;MHR_02_JR0002;[];[];;2020-12-11 13:14:16;2022-11-25 12:13:09;14.692186, -61.013941
Jardin du château de Touffou;86300;Nouvelle-Aquitaine;Vienne;21 Rte de Touffou, 86300 Bonnes, France;21 Rte de Touffou, 86300 Bonnes, France;21 Rte de Touffou;;Bonnes;86031;86;75.0;46.607069;0.594408;"[""http://www.touffou.com"", ""https://www.facebook.com/ChateauDeTouffou/"", ""https://www.instagram.com/explore/tags/touffou/""]";Jardin régulier,Jardin contemporain,Jardin de collection,Jardin privé;2004;L'écrin végétal réalisé avec la création de trois jardins différents est en parfaite harmonie avec l'architecture du château surplombant la Vienne. Le premier se compose de mixed-borders garnis de nombreuses plantes vivaces et d'une roseraie. Les deux autres ont été créés par le paysagiste Paolo Pejroné. Le jardin de l'Aumônerie présente onze carrés bordés de buis dont le décor change au fil des ans. En contrebas du château, la terrasse des Tournois accueille le troisième jardin avec ses parterres de buis, plantés de Népeta six Hills Giant.;;JARD_86031_0001;MHR_75_JR0005;[];[];monument historique;2020-06-08 09:25:00;2022-07-22 10:28:04;46.607069, 0.594408
Jardin du château Corbelin;58210;Bourgogne-Franche-Comté;Nièvre;271 Corbelin, 58210 La Chapelle-Saint-André, France;271 Corbelin, 58210 La Chapelle-Saint-André, France;271 Corbelin;;La Chapelle-Saint-André;58058;58;27.0;47.380775;3.331321;"[""http://www.corbelin.com"", ""https://www.facebook.com/Ch%C3%A2teau-de-Corbelin-1439763342940257/"", ""https://www.instagram.com/chateau_de_corbelin/""]";Jardin régulier,Jardin contemporain,Jardin vivrier,Jardin privé;2015;Le château de Corbelin, château du XVe-XVIe siècle et fini d'être restauré en 2012 après 15 ans de travaux, est entouré par un jardin autour de l'eau (étang, rivière, bassin, fontaine, fossé etc.). Le visiteur peut y voir un jardin d'inspiration italienne (géométrique), un potager décoratif, un verger entouré d'eau.;;JARD_58058_0001;MHR_27_JR0004;[];[];;;2022-10-07 18:59:21;47.380775, 3.331321
Roseraie du Val-de-Marne;94240;Île-de-France;Val-de-Marne;Rue Watel 94240 L'Haÿ-les-Roses;Rue Watel 94240 L'Haÿ-les-Roses;Rue Watel;;L'Haÿ-les-Roses;94038;94;11.0;48.776998;2.334127;"[""http://www.roseraieduvaldemarne.fr""]";Jardin régulier,Jardin de collection,Jardin public;2011;Œuvre de Jules Gravereaux, la Roseraie fut dessinée en 1899 par Edouard André. Il s’agit de la première roseraie occidentale. Véritable conservatoire vivant de roses anciennes, la roseraie actuelle présente une chronologie de collections exceptionnelles.;;JARD_94038_0001;MHR_11_JR0024;[];[];monument historique;;2022-11-28 15:57:55;48.776998, 2.334127
Jardin du pin;49123;Pays de la Loire;Maine-et-Loire;1310 Le Haut Pin, 49123 Champtocé-sur-Loire, France;1310 Le Haut Pin, 49123 Champtocé-sur-Loire, France;1310 Le Haut Pin;;Champtocé-sur-Loire;49068;49;52.0;47.43994;-0.85291;"[""http://www.jardinsduchateaudupin.com/""]";Jardin régulier,Parc paysager,Jardin vivrier,Jardin privé;2006;Forte géométrie et influences anglaises ont présidé à la conception de ces jardins en 1921. Près du château et de l'orangerie, les terrasses d'ardoises, bassins et ifs monumentaux s'insèrent dans un parc paysager aux essences rares. L'ancien potager accueille une importante collection de rosiers. Prix anglais ETBS de l'art topiaire international en 2014.;;JARD_49068_0001;MHR_52_JR0004;[];[];monument historique;2020-06-08 09:25:00;2022-07-22 10:28:49;47.43994, -0.85291
Serre de la Madone;6500;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;169 Cor André Tardieu, 06500 Menton, France;169 Cor André Tardieu, 06500 Menton, France;169 Cor André Tardieu;;Menton;6083;6;93.0;43.796582;7.486656;"[""http://www.serredelamadone.com""]";Jardin de collection,Jardin public;2005;"Jardin créé entre 1924 et 1939, d’une surface de 8 hectares dont 4 sont ouverts à la visite. C’est au cœur de la vallée de Gorbio que Lawrence Johnston, créateur de Hidcote Manor en Angleterre, a aménagé son ""Paradis Terrestre"" : plantes rares rapportées du monde entier et mises en valeur entre bassins, fontaines, statues et escaliers à volutes…";;JARD_06083_0003;MHR_93_JR0010;[];[];"monument historique; vpah";2020-06-08 09:24:00;2022-07-22 10:28:46;43.796582, 7.486656
Jardin de Baudouvin;83160;Provence-Alpes-Côte d'Azur;Var;116 Rue des Jardins, 83160 La Valette-du-Var, France;116 Rue des Jardins, 83160 La Valette-du-Var, France;116 Rue des Jardins;;La Valette-du-Var;83144;83;93.0;43.14001;5.985845;"[""https://www.lavalette83.fr/ma-ville/patrimoine-naturel/baudouvin/"", ""https://www.instagram.com/jardindebaudouvin/""]";Jardin régulier,Jardin vivrier,Jardin public;2009;Jardins de 3 hectares créé au XIXe siècle autour d'une Bastide Provençale du XVIIIe siècle;;JARD_83144_0002;MHR_93_JR0032;[];[];;2022-03-09 12:54:56;2022-07-22 10:28:11;43.14001, 5.985845
Jardin et parc du château de Compiègne;60200;Hauts-de-France;Oise;2 Rue du Dahomey, 60200 Compiègne, France;2 Rue du Dahomey, 60200 Compiègne, France;2 Rue du Dahomey;;Compiègne;60159;60;32.0;49.418052;2.829369;"[""http://www.musee-chateau-compiegne.fr""]";Jardin régulier,Parc paysager,Jardin public;2004;Le parc du château de Compiègne offre une composition harmonieuse et originale dans un riche environnement patrimonial. Berceau de verdure, offrant une riche floraison printanière, ainsi que des végétaux remarquables (un hêtre pourpre planté sous Napoléon III), le parc du château de Compiègne est un site riche et incontournable pour les passionnés d’horticulture.;;JARD_60159_0001;MHR_32_JR0015;[];[];"monument historique; musee de france";2020-06-08 09:23:00;2022-07-22 10:27:58;49.418052, 2.829369
